none,none,none,none,none,none,none,none,none,none,none,none
none,4,estradiol17a,wt,,,,,,,,none
none,4,estradiol17a,wt,,,,,,,,none
none,4,estradiol17a,,,,,,,,,none
none,,,,,,,,,,,none
none,,,,,,,,,,,none
none,,,,,,,,,,,none
none,none,none,none,none,none,none,none,none,none,none,none
