"","nGene","nUMI","orig.ident","study_accession_number","total_reads","lane","sample_supplier_name","plate.number","well.position","number.of.cells","exp","treatment","days.after.infection","mouse.number","genotype","tissue","cell.type.1","state","rora","pool","num_processed","num_mapped","percent_mapped","global_fl_mode","robust_fl_mode","total_counts","nGenes","percent.mito","NK","doublet","exon4","exon4_rel","exon4_pos","Rora_exprs","Rora_exprs_pos","Cd4_exprs_pos","Sell_exprs_pos","is_lung","is_spleen","is_MedLN","is_MesLN","res.0.5","ident","inferred_celltype"
"22719_3#288",2229,175585.005526797,NA,"ERP022989",1233318,3,"Th nipo_1185_51",1185,"e4",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,616612,293592,47.6137344067258,1000,103,175585.005526797,2229,0.0888997478638216,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#289",2812,159959.99357737,NA,"ERP022989",1092298,3,"Th nipo_1185_52",1185,"e5",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,546094,295565,54.1234659234491,1000,102,159959.99357737,2812,0.044871094574834,0,0,0,0,FALSE,283,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#29",2054,62258.0107022861,NA,"ERP022989",1066428,3,"Th nipo_1181_18",1181,"b7",1,"KO","infected",30,36,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,533177,350383,65.7160755246382,107,107,62258.0107022861,2054,0.0987183127226762,0,0,0,0,FALSE,347,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#290",1811,168134.000078888,NA,"ERP022989",1169160,3,"Th nipo_1185_53",1185,"e6",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,584529,358734,61.3714631780459,1000,102,168134.000078888,1811,0.0348814576305106,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#291",2667,119574.004891215,NA,"ERP022989",819700,3,"Th nipo_1185_54",1185,"e7",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,409812,202824,49.4919621680185,1000,142,119574.004891215,2667,0.014795415007339,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#292",2577,108683.002999852,NA,"ERP022989",988332,3,"Th nipo_1185_55",1185,"e8",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,494116,289619,58.6135644261671,1000,101,108683.002999852,2577,0.0567743054376993,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#293",2163,114562.995658088,NA,"ERP022989",776960,3,"Th nipo_1185_56",1185,"e9",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,388458,209852,54.0217990104464,1000,117,114562.995658088,2163,0.0686577158268127,0,0,0,0,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#294",2433,146743.991593862,NA,"ERP022989",974892,3,"Th nipo_1185_57",1185,"e10",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,487403,251641,51.6289395018086,1000,102,146743.991593862,2433,0.0498649527215538,0,0,0,0,FALSE,184,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#295",2082,142517.998631698,NA,"ERP022989",939062,3,"Th nipo_1185_58",1185,"e11",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,469486,247777,52.7762276191409,1000,100,142517.998631698,2082,0.0685760626743973,0,0,0,0,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#296",2858,226238.685601166,NA,"ERP022989",1761974,3,"Th nipo_1185_59",1185,"e12",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,880914,452443,51.3606322524106,1000,396,226238.685601166,2858,0.0605713031066574,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#297",1596,62093.0028636833,NA,"ERP022989",553668,3,"Th nipo_1187_48",1187,"e1",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,276810,151501,54.7310429536505,137,137,62093.0028636833,1596,0.0795361759334157,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#298",2003,173818.991978636,NA,"ERP022989",1473536,3,"Th nipo_1187_49",1187,"e2",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,736723,442430,60.0537786929416,1000,103,173818.991978636,2003,0.0681685064099495,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#299",2111,241973.010043363,NA,"ERP022989",2046854,3,"Th nipo_1187_50",1187,"e3",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1023352,615588,60.1540818799396,1000,106,241973.010043363,2111,0.0937220229476665,0,0,0,0,FALSE,352,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#3",1510,102465.782279693,NA,"ERP022989",1037426,3,"Th nipo_1181_3",1181,"a4",1,"KO","infected",30,36,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,518677,333970,64.3888200170819,1000,102,102465.782279693,1510,0.0270958336073742,0,0,0,0,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"6","KO","Macrophage"
"22719_3#300",1577,202831.013093025,NA,"ERP022989",1856208,3,"Th nipo_1187_51",1187,"e4",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,928030,586979,63.2500026938784,1000,103,202831.013093025,1577,0.094612306606183,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#301",2842,290118.992313325,NA,"ERP022989",1911858,3,"Th nipo_1187_52",1187,"e5",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,955852,518612,54.256516699238,1000,101,290118.992313325,2842,0.0670841672405262,0,1,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#302",2326,243705.997761986,NA,"ERP022989",1989306,3,"Th nipo_1187_53",1187,"e6",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,994575,552276,55.5288439785838,1000,287,243705.997761986,2326,0.0384190462523794,0,0,0,0,FALSE,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#303",1854,232668.007098829,NA,"ERP022989",2165018,3,"Th nipo_1187_54",1187,"e7",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,703854,297940,42.3298013508483,1000,274,232668.007098829,1854,0.073718000054535,0,0,0,0,FALSE,32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#304",2014,221805.993683832,NA,"ERP022989",2184760,3,"Th nipo_1187_55",1187,"e8",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1092294,650601,59.5628100126889,1000,100,221805.993683832,2014,0.0568035475614908,0,0,0,0,FALSE,371,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#305",2376,312461.992973625,NA,"ERP022989",2417340,3,"Th nipo_1187_56",1187,"e9",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1208585,679789,56.246685173157,1000,706,312461.992973624,2376,0.0583061953453926,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#306",2950,230539.991341438,NA,"ERP022989",1545152,3,"Th nipo_1187_57",1187,"e10",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,772511,358080,46.3527380192645,1000,102,230539.991341438,2950,0.0920119237298993,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7","KO","DCs"
"22719_3#307",2064,241106.030361557,NA,"ERP022989",2068380,3,"Th nipo_1187_58",1187,"e11",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1034091,599732,57.9960564399071,1000,101,241106.030361557,2064,0.0471590071096494,0,0,0,0,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#308",1733,251634.960563259,NA,"ERP022989",2407254,3,"Th nipo_1187_59",1187,"e12",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1203540,792182,65.8209947322067,1000,100,251634.960563259,1733,0.0380316552103269,0,0,0,0,FALSE,489,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#309",2439,90816.0227202401,NA,"ERP022989",652762,3,"Th nipo_1185_60",1185,"f1",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,326352,173342,53.1150414276609,1000,137,90816.0227202401,2439,0.0304079480391574,0,0,0,0,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#310",1895,105629.003863058,NA,"ERP022989",800122,3,"Th nipo_1185_61",1185,"f2",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,275306,117500,42.6797817701031,1000,103,105629.003863058,1895,0.0756567013579013,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#311",2222,158241.993712945,NA,"ERP022989",1060188,3,"Th nipo_1185_62",1185,"f3",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,530036,295116,55.6784822163023,1000,102,158241.993712945,2222,0.0492212559412592,0,0,0,0,FALSE,262,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#312",2289,153419.013603039,NA,"ERP022989",1092540,3,"Th nipo_1185_63",1185,"f4",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,546222,271761,49.7528477432253,1000,102,153419.013603039,2289,0.0678892118675029,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#313",1962,155063.011835548,NA,"ERP022989",1161774,3,"Th nipo_1185_64",1185,"f5",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,580845,361016,62.1535865850614,1000,102,155063.011835548,1962,0.0313414635474394,0,0,0,0,FALSE,4.11034,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#314",2071,124111.009131312,NA,"ERP022989",815024,3,"Th nipo_1185_65",1185,"f6",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,407477,231839,56.8962174552183,1000,107,124111.009131312,2071,0.0298040988135577,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#315",2449,124128.001142472,NA,"ERP022989",924088,3,"Th nipo_1185_66",1185,"f7",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,330046,136890,41.4760366736758,1000,102,124128.001142472,2449,0.0379279690856885,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#316",1992,112190.993978208,NA,"ERP022989",675852,3,"Th nipo_1185_67",1185,"f8",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,337905,193760,57.341560497773,1000,106,112190.993978208,1992,0.108384019330125,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#317",2236,114423.001615228,NA,"ERP022989",843798,3,"Th nipo_1185_68",1185,"f9",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,421869,232264,55.0559533883741,1000,102,114423.001615228,2236,0.0566182157306543,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#318",2109,150023.011980756,NA,"ERP022989",975052,3,"Th nipo_1185_69",1185,"f10",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,487485,290079,59.5052155450937,1000,102,150023.011980756,2109,0.0497244476131229,0,0,0,0,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#319",2328,116511.00489967,NA,"ERP022989",725228,3,"Th nipo_1185_70",1185,"f11",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,362586,187917,51.8268769340239,1000,115,116511.00489967,2328,0.0580544884650561,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#320",2687,202416.010877795,NA,"ERP022989",1393810,3,"Th nipo_1185_71",1185,"f12",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,696851,354762,50.9093048585709,1000,103,202416.010877795,2687,0.0544125682165008,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#321",2306,73672.9331142021,NA,"ERP022989",555656,3,"Th nipo_1187_60",1187,"f1",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,277804,151520,54.5420512303639,137,137,73672.9331142022,2306,0.116086473532181,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#322",2398,208251.004906062,NA,"ERP022989",1402746,3,"Th nipo_1187_61",1187,"f2",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,701317,384473,54.8215714149236,1000,108,208251.004906062,2398,0.057923925035758,0,0,0,0,FALSE,246,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#323",2122,241386.919816067,NA,"ERP022989",2050280,3,"Th nipo_1187_62",1187,"f3",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1025060,640329,62.4674653191033,1000,100,241386.919816067,2122,0.0119122278961555,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#324",2072,206350.00469722,NA,"ERP022989",1733886,3,"Th nipo_1187_63",1187,"f4",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,866866,507998,58.6016754607979,103,103,206350.00469722,2072,0.0796070736269665,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#325",2243,202379.993609019,NA,"ERP022989",1842644,3,"Th nipo_1187_64",1187,"f5",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,921228,568532,61.7145809723543,1000,108,202379.993609019,2243,0.116920741907492,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#326",2204,233525.995519987,NA,"ERP022989",1813888,3,"Th nipo_1187_65",1187,"f6",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,906868,467749,51.5785097720947,1000,283,233525.995519988,2204,0.079347644733599,0,0,0,0,FALSE,372,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#327",2390,220794.973642246,NA,"ERP022989",1695436,3,"Th nipo_1187_66",1187,"f7",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,847660,479193,56.5312743316896,1000,103,220794.973642246,2390,0.0412406789439268,0,0,0,0,FALSE,273,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#328",2364,218427.996586219,NA,"ERP022989",1703420,3,"Th nipo_1187_67",1187,"f8",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,851633,447939,52.5976565022727,1000,208,218427.996586219,2364,0.063279047950587,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#329",2830,261113.960444696,NA,"ERP022989",1656342,3,"Th nipo_1187_68",1187,"f9",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,828100,436536,52.7153725395484,1000,253,261113.960444696,2830,0.115298853759971,0,1,0,0,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#330",2015,267438.009997493,NA,"ERP022989",2174020,3,"Th nipo_1187_69",1187,"f10",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1086927,676209,62.2129177028448,1000,100,267438.009997493,2015,0.0921822894592699,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#331",2423,230003.988932106,NA,"ERP022989",1834092,3,"Th nipo_1187_70",1187,"f11",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,916974,503271,54.8838898376617,1000,103,230003.988932107,2423,0.0535920148047456,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#332",2119,245215.363802776,NA,"ERP022989",1846660,3,"Th nipo_1187_71",1187,"f12",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,923232,570360,61.7786211916398,1000,101,245215.363802776,2119,0.0527067341930298,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#333",2134,91800.997471878,NA,"ERP022989",602708,3,"Th nipo_1185_72",1185,"g1",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,301337,145985,48.4457600626541,1000,137,91800.9974718779,2134,0.0989198075193227,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#334",2210,108222.996414985,NA,"ERP022989",709350,3,"Th nipo_1185_73",1185,"g2",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,354652,183630,51.7775171153694,1000,110,108222.996414984,2210,0.0250013553729822,0,0,0,0,FALSE,132,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#335",2399,137191.014203415,NA,"ERP022989",899416,3,"Th nipo_1185_74",1185,"g3",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,449678,230840,51.3345104719377,1000,102,137191.014203415,2399,0.0677745262981558,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#336",2447,183676.9955097,NA,"ERP022989",1351328,3,"Th nipo_1185_75",1185,"g4",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,675611,378496,56.0227704995922,1000,102,183676.9955097,2447,0.0547856849043091,0,0,0,0,FALSE,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#337",2086,138138.98608674,NA,"ERP022989",929678,3,"Th nipo_1185_76",1185,"g5",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,464806,255710,55.0143500729337,1000,108,138138.98608674,2086,0.0472278911610329,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#338",3075,117741.862497783,NA,"ERP022989",820364,3,"Th nipo_1185_77",1185,"g6",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,410144,212639,51.8449617695248,1000,102,117741.862497783,3075,0.0969630831193535,0,0,0,0,FALSE,117,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#339",2305,200898.961226772,NA,"ERP022989",1304356,3,"Th nipo_1185_78",1185,"g7",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,652112,400045,61.3460571190225,1000,103,200898.961226772,2305,0.0785373125657426,0,0,0,0,FALSE,0.400791,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#340",1876,123806.998674824,NA,"ERP022989",842564,3,"Th nipo_1185_79",1185,"g8",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,421260,236859,56.2263210368893,1000,104,123806.998674824,1876,0.0342193595705143,0,0,0,0,FALSE,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#342",2073,126574.996498346,NA,"ERP022989",894296,3,"Th nipo_1185_81",1185,"g10",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,447107,242596,54.2590476105272,1000,102,126574.996498345,2073,0.0757091771290332,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#343",2308,144965.944878543,NA,"ERP022989",1191582,3,"Th nipo_1185_82",1185,"g11",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,409703,164305,40.1034407851541,1000,103,144965.944878543,2308,0.0414950442674757,0,0,0,0,FALSE,633,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#344",2719,180489.992699837,NA,"ERP022989",1505908,3,"Th nipo_1185_83",1185,"g12",1,"KO","infected",30,44,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,752879,423900,56.3038682178677,1000,127,180489.992699837,2719,0.101216459299112,0,0,0,0,FALSE,0.820391,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#345",2184,73760.1413733782,NA,"ERP022989",467218,3,"Th nipo_1187_72",1187,"g1",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,233584,116670,49.9477703952326,137,137,73760.1413733782,2184,0.0285786721764719,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"3","KO","Th1"
"22719_3#346",2232,238560.981332508,NA,"ERP022989",1913192,3,"Th nipo_1187_73",1187,"g2",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,956520,538818,56.3310751474094,1000,391,238560.981332508,2232,0.0343547002289398,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#347",2134,222477.979292715,NA,"ERP022989",1804218,3,"Th nipo_1187_74",1187,"g3",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,902043,532254,59.0053910955464,1000,431,222477.979292715,2134,0.0808993818499202,0,0,0,0,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#348",2379,274903.013977772,NA,"ERP022989",1684298,3,"Th nipo_1187_75",1187,"g4",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,842071,431867,51.2862929610449,1000,381,274903.013977772,2379,0.0840357334236719,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"2","KO","Treg"
"22719_3#349",2362,250961.992250889,NA,"ERP022989",2173976,3,"Th nipo_1187_76",1187,"g5",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1086898,580601,53.418168034167,1000,106,250961.992250889,2362,0.066560740571029,0,0,0,0,FALSE,7.9986e-05,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
"22719_3#35",2107,159911.009530604,NA,"ERP022989",1276946,3,"Th nipo_1183_12",1183,"b1",1,"KO","infected",30,37,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,450532,184130,40.8694609927819,1000,108,159911.009530604,2107,0.0696764283629117,0,0,0,0,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#350",2034,312284.953398325,NA,"ERP022989",2271752,3,"Th nipo_1187_77",1187,"g6",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1135789,694085,61.1103822981205,1000,101,312284.953398325,2034,0.0928273236215021,0,0,0,0,FALSE,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1","KO","Naive"
"22719_3#351",2351,265500.011447993,NA,"ERP022989",2070156,3,"Th nipo_1187_78",1187,"g7",1,"KO","infected",30,38,"rora (CD4) KO","lungs","viableCD3+CD4+CD44+CD62L-","activated",NA,3,1035012,561409,54.2417865686581,1000,100,265500.011447993,2351,0.0537403328993636,0,0,1,0.405465108108164,TRUE,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0","KO","Th2"
