Cell,Gene,Ct,Call
D05_M7_l_22_ac,CDH17,999,Fail
D05_M7_l_22_ac,EPAS1,999,Fail
D05_M7_l_22_ac,HLX,999,Fail
D05_M7_l_22_ac,IL13RA1,999,Fail
D05_M7_l_22_ac,IL4,999,Fail
D05_M7_l_22_ac,KLRG1,999,Fail
D05_M7_l_22_ac,PPARG,999,Fail
D05_M7_l_22_ac,IL1RL1,21.10225192,Pass
D05_M7_l_22_ac,TXK,21.92139891,Pass
D05_M7_l_22_ac,ASB2,999,Fail
D05_M7_l_22_ac,CCR8,999,Fail
D05_M7_l_22_ac,CD4,21.26489173,Pass
D05_M7_l_22_ac,CTLA4,20.56385338,Pass
D05_M7_l_22_ac,FGF18,999,Fail
D05_M7_l_22_ac,HPRT1,22.50343963,Pass
D05_M7_l_22_ac,IL17A,999,Fail
D05_M7_l_22_ac,IL4R,999,Fail
D05_M7_l_22_ac,MSC,999,Fail
D05_M7_l_22_ac,PRDM1,999,Fail
D05_M7_l_22_ac,SMAD7,21.93239017,Pass
D05_M7_l_22_ac,UBC,18.70920676,Pass
D05_M7_l_22_ac,ATF3,20.90120278,Pass
D05_M7_l_22_ac,KIT,999,Fail
D05_M7_l_22_ac,CD44,21.55098406,Pass
D05_M7_l_22_ac,CXCR3,999,Fail
D05_M7_l_22_ac,FOXP1,25.26365639,Pass
D05_M7_l_22_ac,ICOS,19.86399166,Pass
D05_M7_l_22_ac,IL2,999,Fail
D05_M7_l_22_ac,IL5,999,Fail
D05_M7_l_22_ac,MYB,999,Fail
D05_M7_l_22_ac,PTGIR,999,Fail
D05_M7_l_22_ac,TBX21,999,Fail
D05_M7_l_22_ac,VDR,999,Fail
D05_M7_l_22_ac,IFNG,999,Fail
D05_M7_l_22_ac,FOXP3,18.85391444,Pass
D05_M7_l_22_ac,CXCR5,999,Fail
D05_M7_l_22_ac,PTPRC,19.72255796,Pass
D05_M7_l_22_ac,ITGAM,999,Fail
D05_M7_l_22_ac,ATP5A1,19.8212712,Pass
D05_M7_l_22_ac,VIPR1,999,Fail
D05_M7_l_22_ac,TCF7,999,Fail
D05_M7_l_22_ac,PTH,999,Fail
D05_M7_l_22_ac,MYCN,999,Fail
D05_M7_l_22_ac,IL6,999,Fail
D05_M7_l_22_ac,IL21,999,Fail
D05_M7_l_22_ac,IFNGR1,19.65639504,Pass
D05_M7_l_22_ac,FSHB,999,Fail
D05_M7_l_22_ac,CXCR6,999,Fail
D05_M7_l_22_ac,NCAM1,999,Fail
D05_M7_l_22_ac,ITGAX,999,Fail
D05_M7_l_22_ac,BATF,22.27964126,Pass
D05_M7_l_22_ac,ZBTB16,999,Fail
D05_M7_l_22_ac,TCFEC,999,Fail
D05_M7_l_22_ac,RORA,20.64327408,Pass
D05_M7_l_22_ac,NCF1,999,Fail
D05_M7_l_22_ac,IL7R,20.00493998,Pass
D05_M7_l_22_ac,IL23R,999,Fail
D05_M7_l_22_ac,IL10,999,Fail
D05_M7_l_22_ac,GATA2,999,Fail
D05_M7_l_22_ac,CYP11A1,999,Fail
D05_M7_l_22_ac,SELL,19.55621137,Pass
D05_M7_l_22_ac,CD19,999,Fail
D05_M7_l_22_ac,BCL2L11,999,Fail
D05_M7_l_22_ac,ZC3H12C,999,Fail
D05_M7_l_22_ac,TG,999,Fail
D05_M7_l_22_ac,RORC,999,Fail
D05_M7_l_22_ac,PHF1,999,Fail
D05_M7_l_22_ac,IL9,999,Fail
D05_M7_l_22_ac,IL25R,999,Fail
D05_M7_l_22_ac,IL12RB2,999,Fail
D05_M7_l_22_ac,GATA3,19.66487663,Pass
D05_M7_l_22_ac,E2F8,999,Fail
D05_M7_l_22_ac,CD69,22.70831504,Pass
D05_M7_l_22_ac,IL2RA,999,Fail
D05_M7_l_22_ac,BCL2,999,Fail
D05_M7_l_22_ac,ZFP36,15.00986773,Pass
D05_M7_l_22_ac,TGFB1,20.47647691,Pass
D05_M7_l_22_ac,RUNX3,999,Fail
D05_M7_l_22_ac,POLR2A,999,Fail
D05_M7_l_22_ac,IRF8,999,Fail
D05_M7_l_22_ac,IL27RA,21.62208203,Pass
D05_M7_med_19_ac,ACTN1,21.70452869,Pass
D05_M7_med_19_ac,CCR2,999,Fail
D05_M7_med_19_ac,CD33,999,Fail
D05_M7_med_19_ac,CD8A,999,Fail
D05_M7_med_19_ac,EIF2B1,999,Fail
D05_M7_med_19_ac,HBB_B2,999,Fail
D05_M7_med_19_ac,IL13,999,Fail
D05_M7_med_19_ac,IL1RL1_R,999,Fail
D05_M7_med_19_ac,JHM1D,999,Fail
D05_M7_med_19_ac,POU6F1,999,Fail
D05_M7_med_19_ac,SCML4,999,Fail
D05_M7_med_19_ac,TRIB2,999,Fail
D05_M7_med_19_ac,AHR,999,Fail
D05_M7_med_19_ac,CCR5,999,Fail
D05_M7_med_19_ac,CD3E,20.90775697,Pass
D05_M7_med_19_ac,CDH17,999,Fail
D05_M7_med_19_ac,EPAS1,999,Fail
D05_M7_med_19_ac,HLX,999,Fail
D05_M7_med_19_ac,IL13RA1,999,Fail
D05_M7_med_19_ac,IL4,999,Fail
D05_M7_med_19_ac,KLRG1,999,Fail
D05_M7_med_19_ac,PPARG,999,Fail
D05_M7_med_19_ac,IL1RL1,999,Fail
D05_M7_med_19_ac,TXK,999,Fail
D05_M7_med_19_ac,ASB2,999,Fail
D05_M7_med_19_ac,CCR8,999,Fail
D05_M7_med_19_ac,CD4,20.60980381,Pass
D05_M7_med_19_ac,CTLA4,999,Fail
D05_M7_med_19_ac,FGF18,999,Fail
D05_M7_med_19_ac,HPRT1,999,Fail
D05_M7_med_19_ac,IL17A,999,Fail
D05_M7_med_19_ac,IL4R,999,Fail
D05_M7_med_19_ac,MSC,999,Fail
D05_M7_med_19_ac,PRDM1,999,Fail
D05_M7_med_19_ac,SMAD7,999,Fail
D05_M7_med_19_ac,UBC,20.52950806,Pass
D05_M7_med_19_ac,ATF3,999,Fail
D05_M7_med_19_ac,KIT,999,Fail
D05_M7_med_19_ac,CD44,21.37422272,Pass
D05_M7_med_19_ac,CXCR3,999,Fail
D05_M7_med_19_ac,FOXP1,19.96802829,Pass
D05_M7_med_19_ac,ICOS,21.68307481,Pass
D05_M7_med_19_ac,IL2,999,Fail
D05_M7_med_19_ac,IL5,999,Fail
D05_M7_med_19_ac,MYB,999,Fail
D05_M7_med_19_ac,PTGIR,999,Fail
D05_M7_med_19_ac,TBX21,999,Fail
D05_M7_med_19_ac,VDR,999,Fail
D05_M7_med_19_ac,IFNG,999,Fail
D05_M7_med_19_ac,FOXP3,21.06894292,Pass
D05_M7_med_19_ac,CXCR5,999,Fail
D05_M7_med_19_ac,PTPRC,19.91250551,Pass
D05_M7_med_19_ac,ITGAM,999,Fail
D05_M7_med_19_ac,ATP5A1,20.54730047,Pass
D05_M7_med_19_ac,VIPR1,999,Fail
D05_M7_med_19_ac,TCF7,20.35290882,Pass
D05_M7_med_19_ac,PTH,999,Fail
D05_M7_med_19_ac,MYCN,999,Fail
D05_M7_med_19_ac,IL6,999,Fail
D05_M7_med_19_ac,IL21,999,Fail
D05_M7_med_19_ac,IFNGR1,999,Fail
D05_M7_med_19_ac,FSHB,999,Fail
D05_M7_med_19_ac,CXCR6,999,Fail
D05_M7_med_19_ac,NCAM1,999,Fail
D05_M7_med_19_ac,ITGAX,999,Fail
D05_M7_med_19_ac,BATF,999,Fail
D05_M7_med_19_ac,ZBTB16,999,Fail
D05_M7_med_19_ac,TCFEC,999,Fail
D05_M7_med_19_ac,RORA,22.44351441,Pass
D05_M7_med_19_ac,NCF1,999,Fail
D05_M7_med_19_ac,IL7R,22.01741659,Pass
D05_M7_med_19_ac,IL23R,999,Fail
D05_M7_med_19_ac,IL10,999,Fail
D05_M7_med_19_ac,GATA2,999,Fail
D05_M7_med_19_ac,CYP11A1,999,Fail
D05_M7_med_19_ac,SELL,21.22973513,Pass
D05_M7_med_19_ac,CD19,999,Fail
D05_M7_med_19_ac,BCL2L11,999,Fail
D05_M7_med_19_ac,ZC3H12C,999,Fail
D05_M7_med_19_ac,TG,999,Fail
D05_M7_med_19_ac,RORC,999,Fail
D05_M7_med_19_ac,PHF1,999,Fail
D05_M7_med_19_ac,IL9,999,Fail
D05_M7_med_19_ac,IL25R,999,Fail
D05_M7_med_19_ac,IL12RB2,999,Fail
D05_M7_med_19_ac,GATA3,20.52921798,Pass
D05_M7_med_19_ac,E2F8,999,Fail
D05_M7_med_19_ac,CD69,999,Fail
D05_M7_med_19_ac,IL2RA,999,Fail
D05_M7_med_19_ac,BCL2,999,Fail
D05_M7_med_19_ac,ZFP36,19.33901138,Pass
D05_M7_med_19_ac,TGFB1,21.40062836,Pass
D05_M7_med_19_ac,RUNX3,999,Fail
D05_M7_med_19_ac,POLR2A,22.64973967,Pass
D05_M7_med_19_ac,IRF8,999,Fail
D05_M7_med_19_ac,IL27RA,999,Fail
D05_M7_l_14_ac,ACTN1,21.85676509,Pass
D05_M7_l_14_ac,CCR2,999,Fail
D05_M7_l_14_ac,CD33,999,Fail
D05_M7_l_14_ac,CD8A,19.67692003,Pass
D05_M7_l_14_ac,EIF2B1,22.50042317,Pass
D05_M7_l_14_ac,HBB_B2,999,Fail
D05_M7_l_14_ac,IL13,999,Fail
D05_M7_l_14_ac,IL1RL1_R,999,Fail
D05_M7_l_14_ac,JHM1D,999,Fail
D05_M7_l_14_ac,POU6F1,22.6648188,Pass
D05_M7_l_14_ac,SCML4,999,Fail
D05_M7_l_14_ac,TRIB2,999,Fail
D05_M7_l_14_ac,AHR,999,Fail
D05_M7_l_14_ac,CCR5,999,Fail
D05_M7_l_14_ac,CD3E,21.10536548,Pass
D05_M7_l_14_ac,CDH17,999,Fail
D05_M7_l_14_ac,EPAS1,999,Fail
D05_M7_l_14_ac,HLX,999,Fail
D05_M7_l_14_ac,IL13RA1,999,Fail
D05_M7_l_14_ac,IL4,999,Fail
D05_M7_l_14_ac,KLRG1,999,Fail
D05_M7_l_14_ac,PPARG,999,Fail
D05_M7_l_14_ac,IL1RL1,999,Fail
D05_M7_l_14_ac,TXK,21.3444462,Pass
D05_M7_l_14_ac,ASB2,999,Fail
D05_M7_l_14_ac,CCR8,999,Fail
D05_M7_l_14_ac,CD4,20.52314265,Pass
D05_M7_l_14_ac,CTLA4,999,Fail
D05_M7_l_14_ac,FGF18,999,Fail
D05_M7_l_14_ac,HPRT1,22.51377489,Pass
D05_M7_l_14_ac,IL17A,999,Fail
D05_M7_l_14_ac,IL4R,999,Fail
D05_M7_l_14_ac,MSC,999,Fail
D05_M7_l_14_ac,PRDM1,999,Fail
D05_M7_l_14_ac,SMAD7,999,Fail
D05_M7_l_14_ac,UBC,19.35248526,Pass
D05_M7_l_14_ac,ATF3,999,Fail
D05_M7_l_14_ac,KIT,999,Fail
D05_M7_l_14_ac,CD44,999,Fail
D05_M7_l_14_ac,CXCR3,999,Fail
D05_M7_l_14_ac,FOXP1,21.32308382,Pass
D05_M7_l_14_ac,ICOS,999,Fail
D05_M7_l_14_ac,IL2,999,Fail
D05_M7_l_14_ac,IL5,999,Fail
D05_M7_l_14_ac,MYB,18.79341383,Pass
D05_M7_l_14_ac,PTGIR,999,Fail
D05_M7_l_14_ac,TBX21,999,Fail
D05_M7_l_14_ac,VDR,999,Fail
D05_M7_l_14_ac,IFNG,999,Fail
D05_M7_l_14_ac,FOXP3,999,Fail
D05_M7_l_14_ac,CXCR5,999,Fail
D05_M7_l_14_ac,PTPRC,19.9218791,Pass
D05_M7_l_14_ac,ITGAM,999,Fail
D05_M7_l_14_ac,ATP5A1,20.97515376,Pass
D05_M7_l_14_ac,VIPR1,999,Fail
D05_M7_l_14_ac,TCF7,19.24628532,Pass
D05_M7_l_14_ac,PTH,999,Fail
D05_M7_l_14_ac,MYCN,999,Fail
D05_M7_l_14_ac,IL6,999,Fail
D05_M7_l_14_ac,IL21,999,Fail
D05_M7_l_14_ac,IFNGR1,999,Fail
D05_M7_l_14_ac,FSHB,999,Fail
D05_M7_l_14_ac,CXCR6,999,Fail
D05_M7_l_14_ac,NCAM1,999,Fail
D05_M7_l_14_ac,ITGAX,999,Fail
D05_M7_l_14_ac,BATF,999,Fail
D05_M7_l_14_ac,ZBTB16,999,Fail
D05_M7_l_14_ac,TCFEC,999,Fail
D05_M7_l_14_ac,RORA,999,Fail
D05_M7_l_14_ac,NCF1,999,Fail
D05_M7_l_14_ac,IL7R,999,Fail
D05_M7_l_14_ac,IL23R,999,Fail
D05_M7_l_14_ac,IL10,999,Fail
D05_M7_l_14_ac,GATA2,999,Fail
D05_M7_l_14_ac,CYP11A1,999,Fail
D05_M7_l_14_ac,SELL,21.30546851,Pass
D05_M7_l_14_ac,CD19,999,Fail
D05_M7_l_14_ac,BCL2L11,999,Fail
D05_M7_l_14_ac,ZC3H12C,999,Fail
D05_M7_l_14_ac,TG,999,Fail
D05_M7_l_14_ac,RORC,22.37774655,Pass
D05_M7_l_14_ac,PHF1,999,Fail
D05_M7_l_14_ac,IL9,999,Fail
D05_M7_l_14_ac,IL25R,999,Fail
D05_M7_l_14_ac,IL12RB2,999,Fail
D05_M7_l_14_ac,GATA3,21.4353372,Pass
D05_M7_l_14_ac,E2F8,999,Fail
D05_M7_l_14_ac,CD69,999,Fail
D05_M7_l_14_ac,IL2RA,999,Fail
D05_M7_l_14_ac,BCL2,19.5471654,Pass
D05_M7_l_14_ac,ZFP36,19.44756127,Pass
D05_M7_l_14_ac,TGFB1,21.55214332,Pass
D05_M7_l_14_ac,RUNX3,999,Fail
D05_M7_l_14_ac,POLR2A,999,Fail
D05_M7_l_14_ac,IRF8,999,Fail
D05_M7_l_14_ac,IL27RA,999,Fail
D05_M7_med_11_nv,ACTN1,19.99246855,Pass
D05_M7_med_11_nv,CCR2,999,Fail
D05_M7_med_11_nv,CD33,999,Fail
D05_M7_med_11_nv,CD8A,999,Fail
D05_M7_med_11_nv,EIF2B1,22.14907918,Pass
D05_M7_med_11_nv,HBB_B2,999,Fail
D05_M7_med_11_nv,IL13,999,Fail
D05_M7_med_11_nv,IL1RL1_R,999,Fail
D05_M7_med_11_nv,JHM1D,999,Fail
D05_M7_med_11_nv,POU6F1,999,Fail
D05_M7_med_11_nv,SCML4,22.88074637,Pass
D05_M7_med_11_nv,TRIB2,38.78488437,Fail
D05_M7_med_11_nv,AHR,999,Fail
D05_M7_med_11_nv,CCR5,999,Fail
D05_M7_med_11_nv,CD3E,20.76232455,Pass
D05_M7_med_11_nv,CDH17,999,Fail
D05_M7_med_11_nv,EPAS1,23.13066956,Pass
D05_M7_med_11_nv,HLX,999,Fail
D05_M7_med_11_nv,IL13RA1,999,Fail
D05_M7_med_11_nv,IL4,999,Fail
D05_M7_med_11_nv,KLRG1,999,Fail
D05_M7_med_11_nv,PPARG,999,Fail
D05_M7_med_11_nv,IL1RL1,999,Fail
D05_M7_med_11_nv,TXK,22.90849107,Pass
D05_M7_med_11_nv,ASB2,999,Fail
D05_M7_med_11_nv,CCR8,999,Fail
D05_M7_med_11_nv,CD4,22.11956482,Pass
D05_M7_med_11_nv,CTLA4,999,Fail
D05_M7_med_11_nv,FGF18,999,Fail
D05_M7_med_11_nv,HPRT1,999,Fail
D05_M7_med_11_nv,IL17A,999,Fail
D05_M7_med_11_nv,IL4R,999,Fail
D05_M7_med_11_nv,MSC,999,Fail
D05_M7_med_11_nv,PRDM1,999,Fail
D05_M7_med_11_nv,SMAD7,21.41289985,Pass
D05_M7_med_11_nv,UBC,19.37473881,Pass
D05_M7_med_11_nv,ATF3,999,Fail
D05_M7_med_11_nv,KIT,999,Fail
D05_M7_med_11_nv,CD44,999,Fail
D05_M7_med_11_nv,CXCR3,999,Fail
D05_M7_med_11_nv,FOXP1,19.38151387,Pass
D05_M7_med_11_nv,ICOS,999,Fail
D05_M7_med_11_nv,IL2,999,Fail
D05_M7_med_11_nv,IL5,999,Fail
D05_M7_med_11_nv,MYB,999,Fail
D05_M7_med_11_nv,PTGIR,999,Fail
D05_M7_med_11_nv,TBX21,999,Fail
D05_M7_med_11_nv,VDR,999,Fail
D05_M7_med_11_nv,IFNG,999,Fail
D05_M7_med_11_nv,FOXP3,999,Fail
D05_M7_med_11_nv,CXCR5,999,Fail
D05_M7_med_11_nv,PTPRC,18.18682239,Pass
D05_M7_med_11_nv,ITGAM,999,Fail
D05_M7_med_11_nv,ATP5A1,21.30793692,Pass
D05_M7_med_11_nv,VIPR1,999,Fail
D05_M7_med_11_nv,TCF7,19.36545743,Pass
D05_M7_med_11_nv,PTH,999,Fail
D05_M7_med_11_nv,MYCN,999,Fail
D05_M7_med_11_nv,IL6,999,Fail
D05_M7_med_11_nv,IL21,999,Fail
D05_M7_med_11_nv,IFNGR1,22.03283819,Pass
D05_M7_med_11_nv,FSHB,999,Fail
D05_M7_med_11_nv,CXCR6,999,Fail
D05_M7_med_11_nv,NCAM1,999,Fail
D05_M7_med_11_nv,ITGAX,999,Fail
D05_M7_med_11_nv,BATF,999,Fail
D05_M7_med_11_nv,ZBTB16,999,Fail
D05_M7_med_11_nv,TCFEC,999,Fail
D05_M7_med_11_nv,RORA,999,Fail
D05_M7_med_11_nv,NCF1,999,Fail
D05_M7_med_11_nv,IL7R,999,Fail
D05_M7_med_11_nv,IL23R,999,Fail
D05_M7_med_11_nv,IL10,999,Fail
D05_M7_med_11_nv,GATA2,999,Fail
D05_M7_med_11_nv,CYP11A1,999,Fail
D05_M7_med_11_nv,SELL,18.54347975,Pass
D05_M7_med_11_nv,CD19,999,Fail
D05_M7_med_11_nv,BCL2L11,21.74815306,Pass
D05_M7_med_11_nv,ZC3H12C,999,Fail
D05_M7_med_11_nv,TG,999,Fail
D05_M7_med_11_nv,RORC,999,Fail
D05_M7_med_11_nv,PHF1,999,Fail
D05_M7_med_11_nv,IL9,999,Fail
D05_M7_med_11_nv,IL25R,999,Fail
D05_M7_med_11_nv,IL12RB2,999,Fail
D05_M7_med_11_nv,GATA3,999,Fail
D05_M7_med_11_nv,E2F8,999,Fail
D05_M7_med_11_nv,CD69,999,Fail
D05_M7_med_11_nv,IL2RA,999,Fail
D05_M7_med_11_nv,BCL2,999,Fail
D05_M7_med_11_nv,ZFP36,18.35259637,Pass
D05_M7_med_11_nv,TGFB1,999,Fail
D05_M7_med_11_nv,RUNX3,21.46842543,Pass
D05_M7_med_11_nv,POLR2A,22.12293221,Pass
D05_M7_med_11_nv,IRF8,999,Fail
D05_M7_med_11_nv,IL27RA,999,Fail
D05_M7_l_6_nu,ACTN1,999,Fail
D05_M7_l_6_nu,CCR2,999,Fail
D05_M7_l_6_nu,CD33,999,Fail
D05_M7_l_6_nu,CD8A,999,Fail
D05_M7_l_6_nu,EIF2B1,999,Fail
D05_M7_l_6_nu,HBB_B2,999,Fail
D05_M7_l_6_nu,IL13,999,Fail
D05_M7_l_6_nu,IL1RL1_R,999,Fail
D05_M7_l_6_nu,JHM1D,999,Fail
D05_M7_l_6_nu,POU6F1,999,Fail
D05_M7_l_6_nu,SCML4,999,Fail
D05_M7_l_6_nu,TRIB2,999,Fail
D05_M7_l_6_nu,AHR,999,Fail
D05_M7_l_6_nu,CCR5,999,Fail
D05_M7_l_6_nu,CD3E,999,Fail
D05_M7_l_6_nu,CDH17,999,Fail
D05_M7_l_6_nu,EPAS1,999,Fail
D05_M7_l_6_nu,HLX,999,Fail
D05_M7_l_6_nu,IL13RA1,999,Fail
D05_M7_l_6_nu,IL4,999,Fail
D05_M7_l_6_nu,KLRG1,999,Fail
D05_M7_l_6_nu,PPARG,999,Fail
D05_M7_l_6_nu,IL1RL1,999,Fail
D05_M7_l_6_nu,TXK,999,Fail
D05_M7_l_6_nu,ASB2,999,Fail
D05_M7_l_6_nu,CCR8,999,Fail
D05_M7_l_6_nu,CD4,999,Fail
D05_M7_l_6_nu,CTLA4,999,Fail
D05_M7_l_6_nu,FGF18,999,Fail
D05_M7_l_6_nu,HPRT1,999,Fail
D05_M7_l_6_nu,IL17A,999,Fail
D05_M7_l_6_nu,IL4R,999,Fail
D05_M7_l_6_nu,MSC,999,Fail
D05_M7_l_6_nu,PRDM1,999,Fail
D05_M7_l_6_nu,SMAD7,999,Fail
D05_M7_l_6_nu,UBC,999,Fail
D05_M7_l_6_nu,ATF3,999,Fail
D05_M7_l_6_nu,KIT,999,Fail
D05_M7_l_6_nu,CD44,999,Fail
D05_M7_l_6_nu,CXCR3,999,Fail
D05_M7_l_6_nu,FOXP1,999,Fail
D05_M7_l_6_nu,ICOS,999,Fail
D05_M7_l_6_nu,IL2,999,Fail
D05_M7_l_6_nu,IL5,999,Fail
D05_M7_l_6_nu,MYB,999,Fail
D05_M7_l_6_nu,PTGIR,999,Fail
D05_M7_l_6_nu,TBX21,999,Fail
D05_M7_l_6_nu,VDR,999,Fail
D05_M7_l_6_nu,IFNG,999,Fail
D05_M7_l_6_nu,FOXP3,999,Fail
D05_M7_l_6_nu,CXCR5,999,Fail
D05_M7_l_6_nu,PTPRC,999,Fail
D05_M7_l_6_nu,ITGAM,999,Fail
D05_M7_l_6_nu,ATP5A1,999,Fail
D05_M7_l_6_nu,VIPR1,999,Fail
D05_M7_l_6_nu,TCF7,999,Fail
D05_M7_l_6_nu,PTH,999,Fail
D05_M7_l_6_nu,MYCN,999,Fail
D05_M7_l_6_nu,IL6,999,Fail
D05_M7_l_6_nu,IL21,999,Fail
D05_M7_l_6_nu,IFNGR1,999,Fail
D05_M7_l_6_nu,FSHB,999,Fail
D05_M7_l_6_nu,CXCR6,999,Fail
D05_M7_l_6_nu,NCAM1,999,Fail
D05_M7_l_6_nu,ITGAX,999,Fail
D05_M7_l_6_nu,BATF,999,Fail
D05_M7_l_6_nu,ZBTB16,999,Fail
D05_M7_l_6_nu,TCFEC,999,Fail
D05_M7_l_6_nu,RORA,999,Fail
D05_M7_l_6_nu,NCF1,999,Fail
D05_M7_l_6_nu,IL7R,999,Fail
D05_M7_l_6_nu,IL23R,999,Fail
D05_M7_l_6_nu,IL10,999,Fail
D05_M7_l_6_nu,GATA2,20.78557083,Pass
D05_M7_l_6_nu,CYP11A1,999,Fail
D05_M7_l_6_nu,SELL,999,Fail
D05_M7_l_6_nu,CD19,999,Fail
D05_M7_l_6_nu,BCL2L11,999,Fail
D05_M7_l_6_nu,ZC3H12C,999,Fail
D05_M7_l_6_nu,TG,999,Fail
D05_M7_l_6_nu,RORC,999,Fail
D05_M7_l_6_nu,PHF1,999,Fail
D05_M7_l_6_nu,IL9,999,Fail
D05_M7_l_6_nu,IL25R,999,Fail
D05_M7_l_6_nu,IL12RB2,999,Fail
D05_M7_l_6_nu,GATA3,999,Fail
D05_M7_l_6_nu,E2F8,999,Fail
D05_M7_l_6_nu,CD69,999,Fail
D05_M7_l_6_nu,IL2RA,999,Fail
D05_M7_l_6_nu,BCL2,999,Fail
D05_M7_l_6_nu,ZFP36,999,Fail
D05_M7_l_6_nu,TGFB1,999,Fail
D05_M7_l_6_nu,RUNX3,999,Fail
D05_M7_l_6_nu,POLR2A,999,Fail
D05_M7_l_6_nu,IRF8,999,Fail
D05_M7_l_6_nu,IL27RA,999,Fail
D05_M7_med_3_nu,ACTN1,999,Fail
D05_M7_med_3_nu,CCR2,999,Fail
D05_M7_med_3_nu,CD33,999,Fail
D05_M7_med_3_nu,CD8A,999,Fail
D05_M7_med_3_nu,EIF2B1,999,Fail
D05_M7_med_3_nu,HBB_B2,999,Fail
D05_M7_med_3_nu,IL13,999,Fail
D05_M7_med_3_nu,IL1RL1_R,999,Fail
D05_M7_med_3_nu,JHM1D,999,Fail
D05_M7_med_3_nu,POU6F1,999,Fail
D05_M7_med_3_nu,SCML4,999,Fail
D05_M7_med_3_nu,TRIB2,999,Fail
D05_M7_med_3_nu,AHR,999,Fail
D05_M7_med_3_nu,CCR5,999,Fail
D05_M7_med_3_nu,CD3E,999,Fail
D05_M7_med_3_nu,CDH17,999,Fail
D05_M7_med_3_nu,EPAS1,999,Fail
D05_M7_med_3_nu,HLX,999,Fail
D05_M7_med_3_nu,IL13RA1,999,Fail
D05_M7_med_3_nu,IL4,999,Fail
D05_M7_med_3_nu,KLRG1,999,Fail
D05_M7_med_3_nu,PPARG,999,Fail
D05_M7_med_3_nu,IL1RL1,999,Fail
D05_M7_med_3_nu,TXK,22.01056217,Pass
D05_M7_med_3_nu,ASB2,20.38379894,Pass
D05_M7_med_3_nu,CCR8,999,Fail
D05_M7_med_3_nu,CD4,999,Fail
D05_M7_med_3_nu,CTLA4,999,Fail
D05_M7_med_3_nu,FGF18,999,Fail
D05_M7_med_3_nu,HPRT1,22.21373368,Pass
D05_M7_med_3_nu,IL17A,999,Fail
D05_M7_med_3_nu,IL4R,999,Fail
D05_M7_med_3_nu,MSC,999,Fail
D05_M7_med_3_nu,PRDM1,999,Fail
D05_M7_med_3_nu,SMAD7,999,Fail
D05_M7_med_3_nu,UBC,19.44708385,Pass
D05_M7_med_3_nu,ATF3,999,Fail
D05_M7_med_3_nu,KIT,22.43952126,Pass
D05_M7_med_3_nu,CD44,20.30182281,Pass
D05_M7_med_3_nu,CXCR3,999,Fail
D05_M7_med_3_nu,FOXP1,20.79092461,Pass
D05_M7_med_3_nu,ICOS,22.5834376,Pass
D05_M7_med_3_nu,IL2,999,Fail
D05_M7_med_3_nu,IL5,999,Fail
D05_M7_med_3_nu,MYB,999,Fail
D05_M7_med_3_nu,PTGIR,999,Fail
D05_M7_med_3_nu,TBX21,999,Fail
D05_M7_med_3_nu,VDR,21.97859092,Pass
D05_M7_med_3_nu,IFNG,999,Fail
D05_M7_med_3_nu,FOXP3,999,Fail
D05_M7_med_3_nu,CXCR5,20.48305475,Pass
D05_M7_med_3_nu,PTPRC,21.79226518,Pass
D05_M7_med_3_nu,ITGAM,999,Fail
D05_M7_med_3_nu,ATP5A1,20.85209034,Pass
D05_M7_med_3_nu,VIPR1,999,Fail
D05_M7_med_3_nu,TCF7,21.15753468,Pass
D05_M7_med_3_nu,PTH,999,Fail
D05_M7_med_3_nu,MYCN,999,Fail
D05_M7_med_3_nu,IL6,999,Fail
D05_M7_med_3_nu,IL21,999,Fail
D05_M7_med_3_nu,IFNGR1,20.08706934,Pass
D05_M7_med_3_nu,FSHB,999,Fail
D05_M7_med_3_nu,CXCR6,21.84679611,Pass
D05_M7_med_3_nu,NCAM1,999,Fail
D05_M7_med_3_nu,ITGAX,999,Fail
D05_M7_med_3_nu,BATF,999,Fail
D05_M7_med_3_nu,ZBTB16,999,Fail
D05_M7_med_3_nu,TCFEC,999,Fail
D05_M7_med_3_nu,RORA,23.0583292,Pass
D05_M7_med_3_nu,NCF1,999,Fail
D05_M7_med_3_nu,IL7R,18.4596995,Pass
D05_M7_med_3_nu,IL23R,20.48316898,Pass
D05_M7_med_3_nu,IL10,999,Fail
D05_M7_med_3_nu,GATA2,999,Fail
D05_M7_med_3_nu,CYP11A1,999,Fail
D05_M7_med_3_nu,SELL,999,Fail
D05_M7_med_3_nu,CD19,999,Fail
D05_M7_med_3_nu,BCL2L11,999,Fail
D05_M7_med_3_nu,ZC3H12C,999,Fail
D05_M7_med_3_nu,TG,999,Fail
D05_M7_med_3_nu,RORC,21.86637809,Pass
D05_M7_med_3_nu,PHF1,999,Fail
D05_M7_med_3_nu,IL9,999,Fail
D05_M7_med_3_nu,IL25R,999,Fail
D05_M7_med_3_nu,IL12RB2,999,Fail
D05_M7_med_3_nu,GATA3,20.0938697,Pass
D05_M7_med_3_nu,E2F8,999,Fail
D05_M7_med_3_nu,CD69,999,Fail
D05_M7_med_3_nu,IL2RA,18.05233287,Pass
D05_M7_med_3_nu,BCL2,21.63258354,Pass
D05_M7_med_3_nu,ZFP36,18.52699663,Pass
D05_M7_med_3_nu,TGFB1,22.34655175,Pass
D05_M7_med_3_nu,RUNX3,20.51419727,Pass
