Cell,Gene,Ct,Call
0-69,CDH17,999,Fail
0-69,EPAS1,999,Fail
0-69,HLX,999,Fail
0-69,IL13RA1,999,Fail
0-69,IL4,999,Fail
0-69,KLRG1,999,Fail
0-69,PPARG,999,Fail
0-69,IL1RL1,999,Fail
0-69,TXK,999,Fail
0-69,ASB2,999,Fail
0-69,CCR8,999,Fail
0-69,CD4,999,Fail
0-69,CTLA4,999,Fail
0-69,FGF18,999,Fail
0-69,HPRT1,999,Fail
0-69,IL17A,999,Fail
0-69,IL4R,999,Fail
0-69,MSC,999,Fail
0-69,PRDM1,999,Fail
0-69,SMAD7,999,Fail
0-69,UBC,999,Fail
0-69,ATF3,999,Fail
0-69,KIT,999,Fail
0-69,CD44,999,Fail
0-69,CXCR3,999,Fail
0-69,FOXP1,999,Fail
0-69,ICOS,999,Fail
0-69,IL2,999,Fail
0-69,IL5,999,Fail
0-69,MYB,999,Fail
0-69,PTGIR,999,Fail
0-69,TBX21,999,Fail
0-69,VDR,999,Fail
0-69,IFNG,999,Fail
0-69,FOXP3,999,Fail
0-69,CXCR5,999,Fail
0-69,PTPRC,999,Fail
0-69,ITGAM,999,Fail
0-69,ATP5A1,999,Fail
0-69,VIPR1,999,Fail
0-69,TCF7,999,Fail
0-69,PTH,999,Fail
0-69,MYCN,999,Fail
0-69,IL6,999,Fail
0-69,IL21,999,Fail
0-69,IFNGR1,999,Fail
0-69,FSHB,999,Fail
0-69,CXCR6,999,Fail
0-69,NCAM1,999,Fail
0-69,SELL,999,Fail
0-69,ITGAX,999,Fail
0-69,ZBTB16,999,Fail
0-69,TCFEC,999,Fail
0-69,RORA,999,Fail
0-69,NCF1,999,Fail
0-69,IL7R,999,Fail
0-69,IL23R,999,Fail
0-69,IL10,999,Fail
0-69,CD69,999,Fail
0-69,GATA2,999,Fail
0-69,CYP11A1,999,Fail
0-69,BATF,999,Fail
0-69,BCL2L11,999,Fail
0-69,ZC3H12C,999,Fail
0-69,TG,999,Fail
0-69,RORC,999,Fail
0-69,PHF1,999,Fail
0-69,IL9,999,Fail
0-69,IL25R,999,Fail
0-69,GATA3,999,Fail
0-69,IL27RA,999,Fail
0-69,E2F8,999,Fail
0-69,CD19,999,Fail
0-69,IL2RA,999,Fail
0-69,BCL2,999,Fail
0-69,ZFP36,999,Fail
0-69,TGFB1,999,Fail
0-69,RUNX3,999,Fail
0-69,POLR2A,999,Fail
0-69,IRF8,999,Fail
0-69,IL12RB2,999,Fail
D0_M1_l_40_ac,ACTN1,17.37850383,Pass
D0_M1_l_40_ac,CCR2,999,Fail
D0_M1_l_40_ac,CD33,999,Fail
D0_M1_l_40_ac,CD8A,999,Fail
D0_M1_l_40_ac,EIF2B1,20.35830406,Pass
D0_M1_l_40_ac,HBB_B2,999,Fail
D0_M1_l_40_ac,IL13,999,Fail
D0_M1_l_40_ac,IL1RL1_R,999,Fail
D0_M1_l_40_ac,JHM1D,999,Fail
D0_M1_l_40_ac,POU6F1,19.49389092,Pass
D0_M1_l_40_ac,SCML4,20.45052376,Pass
D0_M1_l_40_ac,TRIB2,35.299971,Fail
D0_M1_l_40_ac,AHR,999,Fail
D0_M1_l_40_ac,CCR5,999,Fail
D0_M1_l_40_ac,CD3E,18.38536201,Pass
D0_M1_l_40_ac,CDH17,999,Fail
D0_M1_l_40_ac,EPAS1,999,Fail
D0_M1_l_40_ac,HLX,999,Fail
D0_M1_l_40_ac,IL13RA1,999,Fail
D0_M1_l_40_ac,IL4,999,Fail
D0_M1_l_40_ac,KLRG1,999,Fail
D0_M1_l_40_ac,PPARG,999,Fail
D0_M1_l_40_ac,IL1RL1,999,Fail
D0_M1_l_40_ac,TXK,20.57876297,Pass
D0_M1_l_40_ac,ASB2,999,Fail
D0_M1_l_40_ac,CCR8,999,Fail
D0_M1_l_40_ac,CD4,18.07788276,Pass
D0_M1_l_40_ac,CTLA4,999,Fail
D0_M1_l_40_ac,FGF18,999,Fail
D0_M1_l_40_ac,HPRT1,999,Fail
D0_M1_l_40_ac,IL17A,999,Fail
D0_M1_l_40_ac,IL4R,999,Fail
D0_M1_l_40_ac,MSC,999,Fail
D0_M1_l_40_ac,PRDM1,999,Fail
D0_M1_l_40_ac,SMAD7,999,Fail
D0_M1_l_40_ac,UBC,17.66300717,Pass
D0_M1_l_40_ac,ATF3,999,Fail
D0_M1_l_40_ac,KIT,999,Fail
D0_M1_l_40_ac,CD44,999,Fail
D0_M1_l_40_ac,CXCR3,999,Fail
D0_M1_l_40_ac,FOXP1,17.17034193,Pass
D0_M1_l_40_ac,ICOS,999,Fail
D0_M1_l_40_ac,IL2,999,Fail
D0_M1_l_40_ac,IL5,999,Fail
D0_M1_l_40_ac,MYB,999,Fail
D0_M1_l_40_ac,PTGIR,999,Fail
D0_M1_l_40_ac,TBX21,999,Fail
D0_M1_l_40_ac,VDR,999,Fail
D0_M1_l_40_ac,IFNG,999,Fail
D0_M1_l_40_ac,FOXP3,999,Fail
D0_M1_l_40_ac,CXCR5,999,Fail
D0_M1_l_40_ac,PTPRC,18.04934113,Pass
D0_M1_l_40_ac,ITGAM,999,Fail
D0_M1_l_40_ac,ATP5A1,18.78253374,Pass
D0_M1_l_40_ac,VIPR1,999,Fail
D0_M1_l_40_ac,TCF7,16.92911786,Pass
D0_M1_l_40_ac,PTH,999,Fail
D0_M1_l_40_ac,MYCN,999,Fail
D0_M1_l_40_ac,IL6,999,Fail
D0_M1_l_40_ac,IL21,999,Fail
D0_M1_l_40_ac,IFNGR1,19.83574699,Pass
D0_M1_l_40_ac,FSHB,999,Fail
D0_M1_l_40_ac,CXCR6,999,Fail
D0_M1_l_40_ac,NCAM1,999,Fail
D0_M1_l_40_ac,SELL,15.21707653,Pass
D0_M1_l_40_ac,ITGAX,999,Fail
D0_M1_l_40_ac,ZBTB16,999,Fail
D0_M1_l_40_ac,TCFEC,999,Fail
D0_M1_l_40_ac,RORA,999,Fail
D0_M1_l_40_ac,NCF1,999,Fail
D0_M1_l_40_ac,IL7R,16.90931655,Pass
D0_M1_l_40_ac,IL23R,999,Fail
D0_M1_l_40_ac,IL10,999,Fail
D0_M1_l_40_ac,CD69,999,Fail
D0_M1_l_40_ac,GATA2,16.84219281,Pass
D0_M1_l_40_ac,CYP11A1,999,Fail
D0_M1_l_40_ac,BATF,999,Fail
D0_M1_l_40_ac,BCL2L11,999,Fail
D0_M1_l_40_ac,ZC3H12C,999,Fail
D0_M1_l_40_ac,TG,999,Fail
D0_M1_l_40_ac,RORC,999,Fail
D0_M1_l_40_ac,PHF1,999,Fail
D0_M1_l_40_ac,IL9,999,Fail
D0_M1_l_40_ac,IL25R,999,Fail
D0_M1_l_40_ac,GATA3,999,Fail
D0_M1_l_40_ac,IL27RA,999,Fail
D0_M1_l_40_ac,E2F8,999,Fail
D0_M1_l_40_ac,CD19,999,Fail
D0_M1_l_40_ac,IL2RA,999,Fail
D0_M1_l_40_ac,BCL2,999,Fail
D0_M1_l_40_ac,ZFP36,18.55098098,Pass
D0_M1_l_40_ac,TGFB1,999,Fail
D0_M1_l_40_ac,RUNX3,999,Fail
D0_M1_l_40_ac,POLR2A,19.61086472,Pass
D0_M1_l_40_ac,IRF8,999,Fail
D0_M1_l_40_ac,IL12RB2,999,Fail
D0_M1_med_39_nv,ACTN1,18.82741816,Pass
D0_M1_med_39_nv,CCR2,999,Fail
D0_M1_med_39_nv,CD33,999,Fail
D0_M1_med_39_nv,CD8A,999,Fail
D0_M1_med_39_nv,EIF2B1,999,Fail
D0_M1_med_39_nv,HBB_B2,999,Fail
D0_M1_med_39_nv,IL13,999,Fail
D0_M1_med_39_nv,IL1RL1_R,999,Fail
D0_M1_med_39_nv,JHM1D,999,Fail
D0_M1_med_39_nv,POU6F1,18.7696288,Pass
D0_M1_med_39_nv,SCML4,18.89465319,Pass
D0_M1_med_39_nv,TRIB2,999,Fail
D0_M1_med_39_nv,AHR,999,Fail
D0_M1_med_39_nv,CCR5,999,Fail
D0_M1_med_39_nv,CD3E,17.83238077,Pass
D0_M1_med_39_nv,CDH17,999,Fail
D0_M1_med_39_nv,EPAS1,999,Fail
D0_M1_med_39_nv,HLX,999,Fail
D0_M1_med_39_nv,IL13RA1,999,Fail
D0_M1_med_39_nv,IL4,999,Fail
D0_M1_med_39_nv,KLRG1,999,Fail
D0_M1_med_39_nv,PPARG,999,Fail
D0_M1_med_39_nv,IL1RL1,999,Fail
D0_M1_med_39_nv,TXK,18.88911171,Pass
D0_M1_med_39_nv,ASB2,999,Fail
D0_M1_med_39_nv,CCR8,999,Fail
D0_M1_med_39_nv,CD4,20.21741232,Pass
D0_M1_med_39_nv,CTLA4,999,Fail
D0_M1_med_39_nv,FGF18,999,Fail
D0_M1_med_39_nv,HPRT1,999,Fail
D0_M1_med_39_nv,IL17A,999,Fail
D0_M1_med_39_nv,IL4R,999,Fail
D0_M1_med_39_nv,MSC,999,Fail
D0_M1_med_39_nv,PRDM1,999,Fail
D0_M1_med_39_nv,SMAD7,19.17265373,Pass
D0_M1_med_39_nv,UBC,17.00735888,Pass
D0_M1_med_39_nv,ATF3,999,Fail
D0_M1_med_39_nv,KIT,999,Fail
D0_M1_med_39_nv,CD44,19.59507982,Pass
D0_M1_med_39_nv,CXCR3,999,Fail
D0_M1_med_39_nv,FOXP1,16.90149957,Pass
D0_M1_med_39_nv,ICOS,19.81111427,Pass
D0_M1_med_39_nv,IL2,999,Fail
D0_M1_med_39_nv,IL5,999,Fail
D0_M1_med_39_nv,MYB,999,Fail
D0_M1_med_39_nv,PTGIR,999,Fail
D0_M1_med_39_nv,TBX21,999,Fail
D0_M1_med_39_nv,VDR,999,Fail
D0_M1_med_39_nv,IFNG,999,Fail
D0_M1_med_39_nv,FOXP3,999,Fail
D0_M1_med_39_nv,CXCR5,999,Fail
D0_M1_med_39_nv,PTPRC,16.4522999,Pass
D0_M1_med_39_nv,ITGAM,999,Fail
D0_M1_med_39_nv,ATP5A1,18.62392653,Pass
D0_M1_med_39_nv,VIPR1,999,Fail
D0_M1_med_39_nv,TCF7,16.30305029,Pass
D0_M1_med_39_nv,PTH,999,Fail
D0_M1_med_39_nv,MYCN,999,Fail
D0_M1_med_39_nv,IL6,999,Fail
D0_M1_med_39_nv,IL21,999,Fail
D0_M1_med_39_nv,IFNGR1,20.25977129,Pass
D0_M1_med_39_nv,FSHB,999,Fail
D0_M1_med_39_nv,CXCR6,999,Fail
D0_M1_med_39_nv,NCAM1,999,Fail
D0_M1_med_39_nv,SELL,17.25600621,Pass
D0_M1_med_39_nv,ITGAX,999,Fail
D0_M1_med_39_nv,ZBTB16,999,Fail
D0_M1_med_39_nv,TCFEC,999,Fail
D0_M1_med_39_nv,RORA,999,Fail
D0_M1_med_39_nv,NCF1,999,Fail
D0_M1_med_39_nv,IL7R,17.95871428,Pass
D0_M1_med_39_nv,IL23R,999,Fail
D0_M1_med_39_nv,IL10,999,Fail
D0_M1_med_39_nv,CD69,999,Fail
D0_M1_med_39_nv,GATA2,17.90177598,Pass
D0_M1_med_39_nv,CYP11A1,999,Fail
D0_M1_med_39_nv,BATF,20.51078512,Pass
D0_M1_med_39_nv,BCL2L11,999,Fail
D0_M1_med_39_nv,ZC3H12C,999,Fail
D0_M1_med_39_nv,TG,999,Fail
D0_M1_med_39_nv,RORC,999,Fail
D0_M1_med_39_nv,PHF1,999,Fail
D0_M1_med_39_nv,IL9,999,Fail
D0_M1_med_39_nv,IL25R,999,Fail
D0_M1_med_39_nv,GATA3,17.61231741,Pass
D0_M1_med_39_nv,IL27RA,19.63265352,Pass
D0_M1_med_39_nv,E2F8,999,Fail
D0_M1_med_39_nv,CD19,999,Fail
D0_M1_med_39_nv,IL2RA,999,Fail
D0_M1_med_39_nv,BCL2,999,Fail
D0_M1_med_39_nv,ZFP36,18.81980742,Pass
D0_M1_med_39_nv,TGFB1,17.40986725,Pass
D0_M1_med_39_nv,RUNX3,999,Fail
D0_M1_med_39_nv,POLR2A,18.81413286,Pass
D0_M1_med_39_nv,IRF8,999,Fail
D0_M1_med_39_nv,IL12RB2,999,Fail
D0_M1_l_32_nv,ACTN1,19.09259474,Pass
D0_M1_l_32_nv,CCR2,999,Fail
D0_M1_l_32_nv,CD33,999,Fail
D0_M1_l_32_nv,CD8A,999,Fail
D0_M1_l_32_nv,EIF2B1,999,Fail
D0_M1_l_32_nv,HBB_B2,999,Fail
D0_M1_l_32_nv,IL13,999,Fail
D0_M1_l_32_nv,IL1RL1_R,999,Fail
D0_M1_l_32_nv,JHM1D,999,Fail
D0_M1_l_32_nv,POU6F1,19.35499944,Pass
D0_M1_l_32_nv,SCML4,20.36470582,Pass
D0_M1_l_32_nv,TRIB2,999,Fail
D0_M1_l_32_nv,AHR,999,Fail
D0_M1_l_32_nv,CCR5,999,Fail
D0_M1_l_32_nv,CD3E,19.14712122,Pass
D0_M1_l_32_nv,CDH17,999,Fail
D0_M1_l_32_nv,EPAS1,999,Fail
D0_M1_l_32_nv,HLX,999,Fail
D0_M1_l_32_nv,IL13RA1,999,Fail
D0_M1_l_32_nv,IL4,999,Fail
D0_M1_l_32_nv,KLRG1,999,Fail
D0_M1_l_32_nv,PPARG,999,Fail
D0_M1_l_32_nv,IL1RL1,999,Fail
D0_M1_l_32_nv,TXK,18.46361454,Pass
D0_M1_l_32_nv,ASB2,999,Fail
D0_M1_l_32_nv,CCR8,999,Fail
D0_M1_l_32_nv,CD4,19.7952348,Pass
D0_M1_l_32_nv,CTLA4,999,Fail
D0_M1_l_32_nv,FGF18,999,Fail
D0_M1_l_32_nv,HPRT1,999,Fail
D0_M1_l_32_nv,IL17A,999,Fail
D0_M1_l_32_nv,IL4R,999,Fail
D0_M1_l_32_nv,MSC,999,Fail
D0_M1_l_32_nv,PRDM1,999,Fail
D0_M1_l_32_nv,SMAD7,999,Fail
D0_M1_l_32_nv,UBC,16.10139334,Pass
D0_M1_l_32_nv,ATF3,999,Fail
D0_M1_l_32_nv,KIT,999,Fail
D0_M1_l_32_nv,CD44,999,Fail
D0_M1_l_32_nv,CXCR3,999,Fail
D0_M1_l_32_nv,FOXP1,17.17344163,Pass
D0_M1_l_32_nv,ICOS,20.50045496,Pass
D0_M1_l_32_nv,IL2,999,Fail
D0_M1_l_32_nv,IL5,999,Fail
D0_M1_l_32_nv,MYB,999,Fail
D0_M1_l_32_nv,PTGIR,999,Fail
D0_M1_l_32_nv,TBX21,999,Fail
D0_M1_l_32_nv,VDR,20.22989471,Pass
D0_M1_l_32_nv,IFNG,999,Fail
D0_M1_l_32_nv,FOXP3,999,Fail
D0_M1_l_32_nv,CXCR5,999,Fail
D0_M1_l_32_nv,PTPRC,17.22619997,Pass
D0_M1_l_32_nv,ITGAM,999,Fail
D0_M1_l_32_nv,ATP5A1,999,Fail
D0_M1_l_32_nv,VIPR1,999,Fail
D0_M1_l_32_nv,TCF7,18.39212834,Pass
D0_M1_l_32_nv,PTH,999,Fail
D0_M1_l_32_nv,MYCN,999,Fail
D0_M1_l_32_nv,IL6,999,Fail
D0_M1_l_32_nv,IL21,999,Fail
D0_M1_l_32_nv,IFNGR1,18.47660688,Pass
D0_M1_l_32_nv,FSHB,999,Fail
D0_M1_l_32_nv,CXCR6,999,Fail
D0_M1_l_32_nv,NCAM1,999,Fail
D0_M1_l_32_nv,SELL,18.66777149,Pass
D0_M1_l_32_nv,ITGAX,999,Fail
D0_M1_l_32_nv,ZBTB16,999,Fail
D0_M1_l_32_nv,TCFEC,999,Fail
D0_M1_l_32_nv,RORA,999,Fail
D0_M1_l_32_nv,NCF1,999,Fail
D0_M1_l_32_nv,IL7R,17.95370083,Pass
D0_M1_l_32_nv,IL23R,999,Fail
D0_M1_l_32_nv,IL10,999,Fail
D0_M1_l_32_nv,CD69,20.69975039,Pass
D0_M1_l_32_nv,GATA2,999,Fail
D0_M1_l_32_nv,CYP11A1,999,Fail
D0_M1_l_32_nv,BATF,18.1952049,Pass
D0_M1_l_32_nv,BCL2L11,19.27813307,Pass
D0_M1_l_32_nv,ZC3H12C,999,Fail
D0_M1_l_32_nv,TG,999,Fail
D0_M1_l_32_nv,RORC,999,Fail
D0_M1_l_32_nv,PHF1,999,Fail
D0_M1_l_32_nv,IL9,999,Fail
D0_M1_l_32_nv,IL25R,999,Fail
D0_M1_l_32_nv,GATA3,999,Fail
D0_M1_l_32_nv,IL27RA,19.7408209,Pass
D0_M1_l_32_nv,E2F8,999,Fail
D0_M1_l_32_nv,CD19,999,Fail
D0_M1_l_32_nv,IL2RA,999,Fail
D0_M1_l_32_nv,BCL2,999,Fail
D0_M1_l_32_nv,ZFP36,18.19893635,Pass
D0_M1_l_32_nv,TGFB1,17.30494254,Pass
D0_M1_l_32_nv,RUNX3,999,Fail
D0_M1_l_32_nv,POLR2A,999,Fail
D0_M1_l_32_nv,IRF8,999,Fail
D0_M1_l_32_nv,IL12RB2,999,Fail
D0_M1_med_31_nu,ACTN1,999,Fail
D0_M1_med_31_nu,CCR2,999,Fail
D0_M1_med_31_nu,CD33,999,Fail
D0_M1_med_31_nu,CD8A,999,Fail
D0_M1_med_31_nu,EIF2B1,999,Fail
D0_M1_med_31_nu,HBB_B2,999,Fail
D0_M1_med_31_nu,IL13,999,Fail
D0_M1_med_31_nu,IL1RL1_R,999,Fail
D0_M1_med_31_nu,JHM1D,999,Fail
D0_M1_med_31_nu,POU6F1,19.57647599,Pass
D0_M1_med_31_nu,SCML4,999,Fail
D0_M1_med_31_nu,TRIB2,999,Fail
D0_M1_med_31_nu,AHR,999,Fail
D0_M1_med_31_nu,CCR5,999,Fail
D0_M1_med_31_nu,CD3E,999,Fail
D0_M1_med_31_nu,CDH17,999,Fail
D0_M1_med_31_nu,EPAS1,999,Fail
D0_M1_med_31_nu,HLX,999,Fail
D0_M1_med_31_nu,IL13RA1,999,Fail
D0_M1_med_31_nu,IL4,999,Fail
D0_M1_med_31_nu,KLRG1,999,Fail
D0_M1_med_31_nu,PPARG,999,Fail
D0_M1_med_31_nu,IL1RL1,999,Fail
D0_M1_med_31_nu,TXK,999,Fail
D0_M1_med_31_nu,ASB2,999,Fail
D0_M1_med_31_nu,CCR8,999,Fail
D0_M1_med_31_nu,CD4,999,Fail
D0_M1_med_31_nu,CTLA4,999,Fail
D0_M1_med_31_nu,FGF18,999,Fail
D0_M1_med_31_nu,HPRT1,999,Fail
D0_M1_med_31_nu,IL17A,999,Fail
D0_M1_med_31_nu,IL4R,999,Fail
D0_M1_med_31_nu,MSC,999,Fail
D0_M1_med_31_nu,PRDM1,999,Fail
D0_M1_med_31_nu,SMAD7,999,Fail
D0_M1_med_31_nu,UBC,999,Fail
D0_M1_med_31_nu,ATF3,999,Fail
D0_M1_med_31_nu,KIT,999,Fail
D0_M1_med_31_nu,CD44,999,Fail
D0_M1_med_31_nu,CXCR3,999,Fail
D0_M1_med_31_nu,FOXP1,999,Fail
D0_M1_med_31_nu,ICOS,999,Fail
D0_M1_med_31_nu,IL2,999,Fail
D0_M1_med_31_nu,IL5,999,Fail
D0_M1_med_31_nu,MYB,999,Fail
D0_M1_med_31_nu,PTGIR,999,Fail
D0_M1_med_31_nu,TBX21,999,Fail
D0_M1_med_31_nu,VDR,20.3346924,Pass
D0_M1_med_31_nu,IFNG,999,Fail
D0_M1_med_31_nu,FOXP3,999,Fail
D0_M1_med_31_nu,CXCR5,999,Fail
D0_M1_med_31_nu,PTPRC,999,Fail
D0_M1_med_31_nu,ITGAM,999,Fail
D0_M1_med_31_nu,ATP5A1,999,Fail
D0_M1_med_31_nu,VIPR1,999,Fail
D0_M1_med_31_nu,TCF7,999,Fail
D0_M1_med_31_nu,PTH,999,Fail
D0_M1_med_31_nu,MYCN,999,Fail
D0_M1_med_31_nu,IL6,999,Fail
D0_M1_med_31_nu,IL21,999,Fail
D0_M1_med_31_nu,IFNGR1,999,Fail
D0_M1_med_31_nu,FSHB,999,Fail
D0_M1_med_31_nu,CXCR6,999,Fail
D0_M1_med_31_nu,NCAM1,999,Fail
D0_M1_med_31_nu,SELL,999,Fail
D0_M1_med_31_nu,ITGAX,999,Fail
D0_M1_med_31_nu,ZBTB16,999,Fail
D0_M1_med_31_nu,TCFEC,999,Fail
D0_M1_med_31_nu,RORA,999,Fail
D0_M1_med_31_nu,NCF1,999,Fail
D0_M1_med_31_nu,IL7R,999,Fail
D0_M1_med_31_nu,IL23R,999,Fail
D0_M1_med_31_nu,IL10,999,Fail
D0_M1_med_31_nu,CD69,999,Fail
D0_M1_med_31_nu,GATA2,999,Fail
D0_M1_med_31_nu,CYP11A1,999,Fail
D0_M1_med_31_nu,BATF,999,Fail
D0_M1_med_31_nu,BCL2L11,999,Fail
D0_M1_med_31_nu,ZC3H12C,999,Fail
D0_M1_med_31_nu,TG,999,Fail
D0_M1_med_31_nu,RORC,999,Fail
D0_M1_med_31_nu,PHF1,999,Fail
D0_M1_med_31_nu,IL9,999,Fail
D0_M1_med_31_nu,IL25R,999,Fail
D0_M1_med_31_nu,GATA3,999,Fail
D0_M1_med_31_nu,IL27RA,999,Fail
D0_M1_med_31_nu,E2F8,999,Fail
D0_M1_med_31_nu,CD19,999,Fail
D0_M1_med_31_nu,IL2RA,999,Fail
D0_M1_med_31_nu,BCL2,999,Fail
D0_M1_med_31_nu,ZFP36,999,Fail
D0_M1_med_31_nu,TGFB1,999,Fail
D0_M1_med_31_nu,RUNX3,999,Fail
D0_M1_med_31_nu,POLR2A,999,Fail
D0_M1_med_31_nu,IRF8,999,Fail
D0_M1_med_31_nu,IL12RB2,999,Fail
D0_M1_l_24_nu,ACTN1,19.00192519,Pass
D0_M1_l_24_nu,CCR2,19.54691348,Pass
D0_M1_l_24_nu,CD33,999,Fail
D0_M1_l_24_nu,CD8A,999,Fail
D0_M1_l_24_nu,EIF2B1,19.84490629,Pass
D0_M1_l_24_nu,HBB_B2,999,Fail
D0_M1_l_24_nu,IL13,999,Fail
D0_M1_l_24_nu,IL1RL1_R,999,Fail
D0_M1_l_24_nu,JHM1D,999,Fail
D0_M1_l_24_nu,POU6F1,19.1352549,Pass
D0_M1_l_24_nu,SCML4,19.49940271,Pass
D0_M1_l_24_nu,TRIB2,999,Fail
D0_M1_l_24_nu,AHR,999,Fail
D0_M1_l_24_nu,CCR5,999,Fail
D0_M1_l_24_nu,CD3E,20.51859957,Pass
D0_M1_l_24_nu,CDH17,999,Fail
D0_M1_l_24_nu,EPAS1,999,Fail
D0_M1_l_24_nu,HLX,999,Fail
D0_M1_l_24_nu,IL13RA1,999,Fail
D0_M1_l_24_nu,IL4,999,Fail
D0_M1_l_24_nu,KLRG1,999,Fail
D0_M1_l_24_nu,PPARG,999,Fail
D0_M1_l_24_nu,IL1RL1,999,Fail
D0_M1_l_24_nu,TXK,23.33122759,Pass
D0_M1_l_24_nu,ASB2,999,Fail
D0_M1_l_24_nu,CCR8,999,Fail
D0_M1_l_24_nu,CD4,999,Fail
D0_M1_l_24_nu,CTLA4,999,Fail
D0_M1_l_24_nu,FGF18,999,Fail
D0_M1_l_24_nu,HPRT1,19.04459805,Pass
D0_M1_l_24_nu,IL17A,999,Fail
D0_M1_l_24_nu,IL4R,20.10463508,Pass
D0_M1_l_24_nu,MSC,999,Fail
D0_M1_l_24_nu,PRDM1,999,Fail
D0_M1_l_24_nu,SMAD7,18.7487992,Pass
D0_M1_l_24_nu,UBC,16.12746009,Pass
D0_M1_l_24_nu,ATF3,999,Fail
D0_M1_l_24_nu,KIT,999,Fail
D0_M1_l_24_nu,CD44,17.50305775,Pass
D0_M1_l_24_nu,CXCR3,17.22084836,Pass
D0_M1_l_24_nu,FOXP1,19.64292344,Pass
D0_M1_l_24_nu,ICOS,17.78960929,Pass
D0_M1_l_24_nu,IL2,999,Fail
D0_M1_l_24_nu,IL5,999,Fail
D0_M1_l_24_nu,MYB,999,Fail
D0_M1_l_24_nu,PTGIR,999,Fail
D0_M1_l_24_nu,TBX21,999,Fail
D0_M1_l_24_nu,VDR,19.31900913,Pass
D0_M1_l_24_nu,IFNG,999,Fail
D0_M1_l_24_nu,FOXP3,999,Fail
D0_M1_l_24_nu,CXCR5,999,Fail
D0_M1_l_24_nu,PTPRC,16.55568384,Pass
D0_M1_l_24_nu,ITGAM,999,Fail
D0_M1_l_24_nu,ATP5A1,17.22298561,Pass
D0_M1_l_24_nu,VIPR1,999,Fail
D0_M1_l_24_nu,TCF7,17.12615784,Pass
D0_M1_l_24_nu,PTH,999,Fail
D0_M1_l_24_nu,MYCN,999,Fail
D0_M1_l_24_nu,IL6,999,Fail
D0_M1_l_24_nu,IL21,999,Fail
D0_M1_l_24_nu,IFNGR1,15.98189415,Pass
D0_M1_l_24_nu,FSHB,999,Fail
D0_M1_l_24_nu,CXCR6,999,Fail
D0_M1_l_24_nu,NCAM1,999,Fail
D0_M1_l_24_nu,SELL,999,Fail
D0_M1_l_24_nu,ITGAX,999,Fail
D0_M1_l_24_nu,ZBTB16,999,Fail
D0_M1_l_24_nu,TCFEC,999,Fail
D0_M1_l_24_nu,RORA,18.45253321,Pass
D0_M1_l_24_nu,NCF1,999,Fail
D0_M1_l_24_nu,IL7R,15.4338981,Pass
D0_M1_l_24_nu,IL23R,999,Fail
D0_M1_l_24_nu,IL10,999,Fail
D0_M1_l_24_nu,CD69,999,Fail
D0_M1_l_24_nu,GATA2,999,Fail
D0_M1_l_24_nu,CYP11A1,999,Fail
D0_M1_l_24_nu,BATF,20.43952712,Pass
D0_M1_l_24_nu,BCL2L11,19.34438216,Pass
D0_M1_l_24_nu,ZC3H12C,999,Fail
D0_M1_l_24_nu,TG,999,Fail
D0_M1_l_24_nu,RORC,999,Fail
D0_M1_l_24_nu,PHF1,999,Fail
D0_M1_l_24_nu,IL9,999,Fail
D0_M1_l_24_nu,IL25R,999,Fail
D0_M1_l_24_nu,GATA3,14.93390672,Pass
D0_M1_l_24_nu,IL27RA,19.84910452,Pass
D0_M1_l_24_nu,E2F8,999,Fail
D0_M1_l_24_nu,CD19,999,Fail
D0_M1_l_24_nu,IL2RA,999,Fail
D0_M1_l_24_nu,BCL2,999,Fail
D0_M1_l_24_nu,ZFP36,18.59646557,Pass
D0_M1_l_24_nu,TGFB1,17.05377845,Pass
D0_M1_l_24_nu,RUNX3,999,Fail
D0_M1_l_24_nu,POLR2A,19.37894716,Pass
D0_M1_l_24_nu,IRF8,999,Fail
D0_M1_l_24_nu,IL12RB2,999,Fail
0-68,ACTN1,999,Fail
0-68,CCR2,999,Fail
0-68,CD33,999,Fail
0-68,CD8A,999,Fail
0-68,EIF2B1,999,Fail
0-68,HBB_B2,999,Fail
0-68,IL13,999,Fail
0-68,IL1RL1_R,999,Fail
0-68,JHM1D,999,Fail
0-68,POU6F1,18.65329499,Pass
0-68,SCML4,999,Fail
0-68,TRIB2,999,Fail
0-68,AHR,999,Fail
0-68,CCR5,999,Fail
0-68,CD3E,999,Fail
0-68,CDH17,999,Fail
0-68,EPAS1,999,Fail
0-68,HLX,999,Fail
0-68,IL13RA1,999,Fail
0-68,IL4,999,Fail
0-68,KLRG1,999,Fail
0-68,PPARG,999,Fail
0-68,IL1RL1,999,Fail
0-68,TXK,999,Fail
0-68,ASB2,999,Fail
0-68,CCR8,999,Fail
0-68,CD4,999,Fail
0-68,CTLA4,999,Fail
0-68,FGF18,999,Fail
0-68,HPRT1,999,Fail
0-68,IL17A,999,Fail
0-68,IL4R,999,Fail
0-68,MSC,999,Fail
0-68,PRDM1,999,Fail
0-68,SMAD7,999,Fail
0-68,UBC,999,Fail
0-68,ATF3,999,Fail
0-68,KIT,999,Fail
0-68,CD44,999,Fail
0-68,CXCR3,999,Fail
0-68,FOXP1,999,Fail
0-68,ICOS,999,Fail
0-68,IL2,999,Fail
0-68,IL5,999,Fail
0-68,MYB,999,Fail
0-68,PTGIR,999,Fail
